Date,Open,High,Low,Close,Adj Close,Volume
2015-05-14,26820.000000,26860.000000,26560.000000,26800.000000,259.897827,8488500
2015-05-15,27100.000000,27120.000000,26420.000000,26520.000000,257.182495,8922350
2015-05-18,26700.000000,26700.000000,26180.000000,26400.000000,256.018768,9626850
2015-05-19,26420.000000,27100.000000,26140.000000,26760.000000,259.509918,8680900
2015-05-20,26980.000000,27400.000000,26820.000000,27320.000000,264.940643,10291450
2015-05-21,27420.000000,27440.000000,26880.000000,27040.000000,262.225281,7210600
2015-05-22,27060.000000,27060.000000,26700.000000,27000.000000,261.837372,8195800
2015-05-26,27320.000000,27380.000000,26720.000000,27240.000000,264.164825,10034150
2015-05-27,27200.000000,27320.000000,26260.000000,26280.000000,254.855087,17265450
2015-05-28,26340.000000,26420.000000,26020.000000,26180.000000,253.885300,15048150
2015-05-29,26400.000000,26420.000000,25940.000000,26140.000000,253.497406,17380750
2015-06-01,26000.000000,26020.000000,25760.000000,25820.000000,250.394119,10921950
2015-06-02,26000.000000,26060.000000,25760.000000,26060.000000,252.721558,8757550
2015-06-03,26060.000000,26320.000000,25300.000000,25460.000000,246.902939,11769400
2015-06-04,26300.000000,26820.000000,26100.000000,26740.000000,259.316010,19411950
2015-06-05,26500.000000,27100.000000,26400.000000,26820.000000,260.091827,9828150
2015-06-08,26900.000000,26940.000000,26260.000000,26280.000000,254.855087,10118950
2015-06-09,26000.000000,26200.000000,25360.000000,25640.000000,248.648560,13735250
2015-06-10,25640.000000,25880.000000,25240.000000,25240.000000,244.769485,12501700
2015-06-11,25260.000000,25480.000000,25060.000000,25140.000000,243.799698,15314050
2015-06-12,25560.000000,25740.000000,25280.000000,25540.000000,247.678802,11741500
2015-06-15,25100.000000,25480.000000,25100.000000,25400.000000,246.321121,8067800
2015-06-16,25400.000000,25480.000000,24900.000000,25100.000000,243.411819,12767600
2015-06-17,25000.000000,25320.000000,24800.000000,25080.000000,243.217789,9452300
2015-06-18,25180.000000,25580.000000,25020.000000,25300.000000,245.351349,8247600
2015-06-19,25320.000000,25560.000000,25200.000000,25320.000000,245.545303,7094750
2015-06-22,25820.000000,25920.000000,25520.000000,25620.000000,248.454575,6370900
2015-06-23,26180.000000,26560.000000,25820.000000,26420.000000,256.212708,10159000
2015-06-24,26000.000000,26220.000000,25820.000000,26040.000000,252.527603,10198000
2015-06-25,25800.000000,26060.000000,25380.000000,25380.000000,246.127121,10695800
2015-06-26,25040.000000,25800.000000,25040.000000,25560.000000,247.872711,10347500
2015-06-29,25380.000000,25700.000000,25120.000000,25620.000000,258.570831,11519950
2015-06-30,25520.000000,25700.000000,25320.000000,25360.000000,255.946747,9870350
2015-07-01,25360.000000,26040.000000,25180.000000,25900.000000,261.396729,8324900
2015-07-02,25720.000000,26080.000000,25700.000000,25980.000000,262.204163,8223000
2015-07-03,25740.000000,25880.000000,25340.000000,25360.000000,255.946747,7130200
2015-07-06,25060.000000,25200.000000,24460.000000,24600.000000,248.276459,10099950
2015-07-07,24400.000000,25180.000000,24400.000000,24800.000000,250.294907,12478250
2015-07-08,24800.000000,25020.000000,24640.000000,24780.000000,250.093079,11780950
2015-07-09,24600.000000,25300.000000,24520.000000,25300.000000,255.341202,14030500
2015-07-10,25140.000000,25320.000000,24960.000000,25180.000000,254.130096,9573400
2015-07-13,25000.000000,25440.000000,24900.000000,25320.000000,255.543076,7672050
2015-07-14,25300.000000,25400.000000,24420.000000,24500.000000,247.267212,19989700
2015-07-15,24500.000000,24760.000000,24480.000000,24700.000000,249.285660,8370650
2015-07-16,24460.000000,25740.000000,24460.000000,25640.000000,258.772644,11173450
2015-07-17,26000.000000,26220.000000,25560.000000,26100.000000,263.415253,14861650
2015-07-20,25820.000000,26080.000000,25460.000000,25500.000000,257.359711,6446400
2015-07-21,25500.000000,25540.000000,24940.000000,25260.000000,254.937500,9702750
2015-07-22,24880.000000,25200.000000,24700.000000,25060.000000,252.919006,13416150
2015-07-23,24880.000000,25060.000000,24680.000000,24680.000000,249.083862,10448250
2015-07-24,24540.000000,24760.000000,24480.000000,24580.000000,248.074600,9829200
2015-07-27,24580.000000,24940.000000,24560.000000,24600.000000,248.276459,12152000
2015-07-28,24480.000000,25020.000000,24380.000000,24600.000000,248.276459,13381350
2015-07-29,25000.000000,25500.000000,24620.000000,25260.000000,254.937500,13734450
2015-07-30,25160.000000,25200.000000,24300.000000,24300.000000,245.248688,15419600
2015-07-31,24400.000000,24440.000000,23500.000000,23700.000000,239.193115,19579450
2015-08-03,23680.000000,23680.000000,23320.000000,23500.000000,237.174606,9844550
2015-08-04,23500.000000,23740.000000,23400.000000,23640.000000,238.587570,12844350
2015-08-05,23640.000000,23640.000000,23160.000000,23180.000000,233.945023,12802500
2015-08-06,23100.000000,23120.000000,22300.000000,22300.000000,225.063568,20199050
2015-08-07,22400.000000,22740.000000,22300.000000,22720.000000,229.302444,13787100
2015-08-10,22800.000000,22840.000000,22600.000000,22820.000000,230.311722,5722500
2015-08-11,23020.000000,23580.000000,22960.000000,23140.000000,233.541336,11664300
2015-08-12,23000.000000,23280.000000,22800.000000,23080.000000,232.935745,11154000
2015-08-13,23060.000000,23060.000000,22760.000000,22800.000000,230.109848,7520550
2015-08-14,22800.000000,22800.000000,22800.000000,22800.000000,230.109848,0
2015-08-17,22800.000000,22820.000000,22080.000000,22080.000000,222.843231,11360850
2015-08-18,22360.000000,22820.000000,22340.000000,22620.000000,228.293213,11583600
2015-08-19,23380.000000,23520.000000,22820.000000,23080.000000,232.935745,20070750
2015-08-20,23260.000000,23420.000000,22600.000000,22780.000000,229.907990,10805950
2015-08-21,21980.000000,22560.000000,21920.000000,22020.000000,222.237686,20442550
2015-08-24,21760.000000,22300.000000,20660.000000,21580.000000,217.796982,22429600
2015-08-25,21580.000000,22140.000000,21340.000000,21580.000000,217.796982,19625950
2015-08-26,21360.000000,21480.000000,21000.000000,21340.000000,215.374756,27947600
2015-08-27,21640.000000,21720.000000,21260.000000,21340.000000,215.374756,24769400
2015-08-28,21720.000000,21720.000000,21460.000000,21620.000000,218.200653,23111150
2015-08-31,21420.000000,21780.000000,21040.000000,21780.000000,219.815475,20415450
2015-09-01,21780.000000,21960.000000,21620.000000,21700.000000,219.008072,12018600
2015-09-02,21380.000000,21900.000000,21300.000000,21800.000000,220.017349,15634150
2015-09-03,22040.000000,22500.000000,21860.000000,22440.000000,226.476532,15200350
2015-09-04,22440.000000,22880.000000,22360.000000,22580.000000,227.889496,12570650
2015-09-07,22580.000000,22580.000000,22100.000000,22240.000000,224.458038,9590250
2015-09-08,22260.000000,22720.000000,22120.000000,22620.000000,228.293213,9116500
2015-09-09,22920.000000,22940.000000,22720.000000,22940.000000,231.522797,12968800
2015-09-10,22600.000000,22780.000000,22360.000000,22680.000000,228.898758,18128400
2015-09-11,22520.000000,22660.000000,22300.000000,22300.000000,225.063568,10208350
2015-09-14,22400.000000,22480.000000,22200.000000,22480.000000,226.880234,8353650
2015-09-15,22280.000000,22560.000000,22260.000000,22460.000000,226.678391,11647800
2015-09-16,22420.000000,23140.000000,22420.000000,23040.000000,232.532074,17188150
2015-09-17,23060.000000,23140.000000,22880.000000,23140.000000,233.541336,13698000
2015-09-18,22900.000000,23840.000000,22700.000000,23800.000000,240.202423,21813500
2015-09-21,23260.000000,23460.000000,23000.000000,23000.000000,232.128387,10267950
2015-09-22,22860.000000,23000.000000,22600.000000,22900.000000,231.119125,12533750
2015-09-23,22880.000000,22880.000000,22500.000000,22620.000000,228.293213,9882450
2015-09-24,22520.000000,22700.000000,22500.000000,22520.000000,227.283936,6636050
2015-09-25,22400.000000,22500.000000,22180.000000,22240.000000,224.458038,10458000
2015-09-30,22000.000000,22680.000000,21800.000000,22680.000000,228.898758,22946800
2015-10-01,22800.000000,22900.000000,22420.000000,22680.000000,228.898758,12052050
2015-10-02,22240.000000,22660.000000,22240.000000,22380.000000,225.871002,13715100
2015-10-05,22380.000000,22620.000000,22300.000000,22300.000000,225.063568,12096750
2015-10-06,22600.000000,23100.000000,22540.000000,23020.000000,232.330215,19149350
2015-10-07,23960.000000,25040.000000,23720.000000,25020.000000,252.515274,39975100
2015-10-08,25000.000000,25580.000000,25000.000000,25400.000000,256.350494,28533850
2015-10-12,25200.000000,25260.000000,24940.000000,25200.000000,254.331940,18948700
2015-10-13,25200.000000,25440.000000,24960.000000,25040.000000,252.717194,9900000
2015-10-14,24960.000000,25200.000000,24740.000000,25080.000000,253.120865,8752550
2015-10-15,24880.000000,25640.000000,24860.000000,25380.000000,256.148621,12425150
2015-10-16,25300.000000,25380.000000,25180.000000,25300.000000,255.341202,7198400
2015-10-19,25140.000000,25300.000000,24980.000000,25120.000000,253.524521,5853500
2015-10-20,25200.000000,25460.000000,25120.000000,25320.000000,255.543076,7517350
2015-10-21,25300.000000,25640.000000,25180.000000,25400.000000,256.350494,6978350
2015-10-22,25600.000000,25900.000000,25380.000000,25600.000000,258.368958,11533650
2015-10-23,26000.000000,26000.000000,25560.000000,25780.000000,260.185638,13153550
2015-10-26,25960.000000,25960.000000,25440.000000,25840.000000,260.791168,7608250
2015-10-27,25640.000000,25980.000000,25620.000000,25960.000000,262.002289,6612050
2015-10-28,25880.000000,26160.000000,25820.000000,26160.000000,264.020813,13565150
2015-10-29,26600.000000,27840.000000,26480.000000,26500.000000,267.452271,31523550
2015-10-30,26900.000000,27800.000000,26820.000000,27440.000000,276.939209,25469250
2015-11-02,27700.000000,27860.000000,27480.000000,27660.000000,279.159607,19327300
2015-11-03,27620.000000,27620.000000,27000.000000,27040.000000,272.902252,15092000
2015-11-04,27040.000000,27220.000000,26520.000000,26600.000000,268.461548,14053500
2015-11-05,26600.000000,27080.000000,26600.000000,26840.000000,270.883698,8652100
2015-11-06,26860.000000,26960.000000,26600.000000,26760.000000,270.076324,8216100
2015-11-09,26760.000000,26880.000000,26420.000000,26880.000000,271.287384,9283050
2015-11-10,26720.000000,26820.000000,26280.000000,26420.000000,266.644897,9877550
2015-11-11,26420.000000,26900.000000,26420.000000,26660.000000,269.067017,7022450
2015-11-12,26660.000000,26680.000000,26340.000000,26340.000000,265.837433,7870850
2015-11-13,26340.000000,26340.000000,26000.000000,26000.000000,262.406006,8883850
2015-11-16,25820.000000,25820.000000,25260.000000,25260.000000,254.937500,13785250
2015-11-17,25500.000000,25800.000000,25400.000000,25400.000000,256.350494,9309200
2015-11-18,25440.000000,25800.000000,25440.000000,25620.000000,258.570831,8386750
2015-11-19,25800.000000,25800.000000,25420.000000,25780.000000,260.185638,9642500
2015-11-20,25780.000000,25920.000000,25560.000000,25700.000000,259.378235,8436000
2015-11-23,25700.000000,26040.000000,25620.000000,25640.000000,258.772644,9941000
2015-11-24,25640.000000,26100.000000,25640.000000,25980.000000,262.204163,7978000
2015-11-25,26000.000000,26200.000000,25980.000000,25980.000000,262.204163,7131350
2015-11-26,25980.000000,26800.000000,25980.000000,26700.000000,269.470734,9290000
2015-11-27,26900.000000,26980.000000,26540.000000,26540.000000,267.855957,8492700
2015-11-30,26500.000000,26500.000000,25680.000000,25680.000000,259.176392,26700300
2015-12-01,25880.000000,26440.000000,25760.000000,26420.000000,266.644897,12605650
2015-12-02,26420.000000,26440.000000,25880.000000,26000.000000,262.406006,11481400
2015-12-03,25900.000000,25940.000000,25720.000000,25800.000000,260.387482,8334750
2015-12-04,25500.000000,25600.000000,25340.000000,25380.000000,256.148621,9635550
2015-12-07,25380.000000,25500.000000,25240.000000,25240.000000,254.735657,9805350
2015-12-08,25240.000000,25440.000000,25240.000000,25240.000000,254.735657,6916100
2015-12-09,25240.000000,25500.000000,25240.000000,25260.000000,254.937500,9090600
2015-12-10,25260.000000,25860.000000,25260.000000,25660.000000,258.974518,15193350
2015-12-11,25660.000000,25900.000000,25440.000000,25680.000000,259.176392,10336450
2015-12-14,25460.000000,25460.000000,25100.000000,25220.000000,254.533798,11140050
2015-12-15,25220.000000,25600.000000,25200.000000,25540.000000,257.763428,8774700
2015-12-16,25560.000000,26200.000000,25560.000000,25980.000000,262.204163,10398100
2015-12-17,26020.000000,26160.000000,25500.000000,25800.000000,260.387482,8733850
2015-12-18,25300.000000,25760.000000,25280.000000,25560.000000,257.965271,8418450
2015-12-21,25560.000000,25700.000000,25220.000000,25600.000000,258.368958,8023300
2015-12-22,25600.000000,25840.000000,25340.000000,25840.000000,260.791168,10309600
2015-12-23,25840.000000,25980.000000,25640.000000,25900.000000,261.396729,10357400
2015-12-24,25900.000000,26000.000000,25700.000000,25700.000000,259.378235,7807550
2015-12-28,25700.000000,25780.000000,25320.000000,25320.000000,255.543076,11361500
2015-12-29,25300.000000,25320.000000,24820.000000,25080.000000,1204.702881,11647200
2015-12-30,25200.000000,25440.000000,25080.000000,25200.000000,1210.466919,10197900
2016-01-04,25200.000000,25200.000000,24100.000000,24100.000000,1157.629150,15346950
2016-01-05,24040.000000,24360.000000,23720.000000,24160.000000,1160.511230,10800100
2016-01-06,24160.000000,24160.000000,23360.000000,23500.000000,1128.808350,18337600
2016-01-07,23320.000000,23660.000000,23020.000000,23260.000000,1117.280273,14119400
2016-01-08,23260.000000,23720.000000,23260.000000,23420.000000,1124.965698,12888150
2016-01-11,23120.000000,23320.000000,22920.000000,23040.000000,1106.712646,12063850
2016-01-12,22960.000000,23320.000000,22880.000000,22920.000000,1100.948608,10314150
2016-01-13,23060.000000,23180.000000,22960.000000,22960.000000,1102.869751,7165800
2016-01-14,22620.000000,22840.000000,22620.000000,22760.000000,1093.263062,10451100
2016-01-15,22800.000000,23040.000000,22480.000000,22640.000000,1087.498779,10473200
2016-01-18,21760.000000,22660.000000,21760.000000,22520.000000,1081.734741,16010700
2016-01-19,22560.000000,23420.000000,22560.000000,23420.000000,1124.965698,10362100
2016-01-20,23200.000000,23200.000000,22640.000000,22760.000000,1093.263062,8352600
2016-01-21,22660.000000,23100.000000,22500.000000,22620.000000,1086.538330,9517600
2016-01-22,22900.000000,23360.000000,22900.000000,23360.000000,1122.083740,7376400
2016-01-25,23440.000000,23520.000000,23120.000000,23240.000000,1116.319580,7995650
2016-01-26,23100.000000,23140.000000,22720.000000,22740.000000,1092.302368,7619950
2016-01-27,22520.000000,23500.000000,22520.000000,23500.000000,1128.808350,13811850
2016-01-28,23280.000000,23360.000000,22780.000000,22900.000000,1099.987793,15795600
2016-01-29,22800.000000,23000.000000,22320.000000,23000.000000,1104.791382,21849150
2016-02-01,23040.000000,23260.000000,23020.000000,23260.000000,1117.280273,12998950
2016-02-02,23220.000000,23320.000000,22940.000000,23120.000000,1110.555420,8317400
2016-02-03,23000.000000,23040.000000,22740.000000,22920.000000,1100.948608,8725350
2016-02-04,23000.000000,23220.000000,22960.000000,23120.000000,1110.555420,12397950
2016-02-05,23120.000000,23380.000000,23120.000000,23280.000000,1118.240845,9404700
2016-02-11,22360.000000,22740.000000,22360.000000,22600.000000,1085.577515,15263100
2016-02-12,22600.000000,23020.000000,22440.000000,22600.000000,1085.577515,12811600
2016-02-15,23080.000000,23200.000000,22880.000000,23080.000000,1108.633911,9157300
2016-02-16,23160.000000,23580.000000,23140.000000,23360.000000,1122.083740,9020050
2016-02-17,23580.000000,24020.000000,23380.000000,23700.000000,1138.415283,12303100
2016-02-18,24060.000000,24060.000000,23560.000000,23740.000000,1140.336670,11124050
2016-02-19,23740.000000,23900.000000,23480.000000,23800.000000,1143.218872,8842600
2016-02-22,23800.000000,23840.000000,23320.000000,23500.000000,1128.808350,8744950
2016-02-23,23580.000000,23780.000000,23460.000000,23620.000000,1134.572632,7383700
2016-02-24,23560.000000,23580.000000,23220.000000,23440.000000,1125.926514,7024200
2016-02-25,23440.000000,23740.000000,23440.000000,23580.000000,1132.651245,6681750
2016-02-26,23600.000000,23740.000000,23440.000000,23440.000000,1125.926514,8867200
2016-02-29,23580.000000,23880.000000,23520.000000,23560.000000,1131.690430,14434000
2016-03-02,24000.000000,24140.000000,23920.000000,23940.000000,1149.943604,11818600
2016-03-03,24260.000000,24400.000000,24040.000000,24400.000000,1172.039429,10949550
2016-03-04,24400.000000,24560.000000,24040.000000,24300.000000,1167.236084,10074500
2016-03-07,24400.000000,24620.000000,24300.000000,24460.000000,1174.921631,6568800
2016-03-08,24460.000000,24480.000000,23720.000000,23840.000000,1145.140137,10810100
2016-03-09,23760.000000,23980.000000,23540.000000,23880.000000,1147.061523,9169000
2016-03-10,24160.000000,24720.000000,24020.000000,24500.000000,1176.843018,14177000
2016-03-11,24500.000000,25060.000000,24320.000000,24980.000000,1199.899536,13361250
2016-03-14,25340.000000,25460.000000,24980.000000,25100.000000,1205.663696,10857700
2016-03-15,25100.000000,25280.000000,24920.000000,25060.000000,1203.742188,8640400
2016-03-16,25120.000000,25260.000000,25060.000000,25120.000000,1206.624146,7342800
2016-03-17,25300.000000,25920.000000,25140.000000,25260.000000,1213.348999,12343450
2016-03-18,25560.000000,25560.000000,25260.000000,25460.000000,1222.955933,11265700
2016-03-21,25480.000000,25580.000000,25160.000000,25340.000000,1217.191895,9058500
2016-03-22,25340.000000,25580.000000,25240.000000,25380.000000,1219.113159,10143600
2016-03-23,25380.000000,25580.000000,25240.000000,25580.000000,1228.719971,9870900
2016-03-24,25580.000000,25800.000000,25320.000000,25640.000000,1231.602173,10939750
2016-03-25,25660.000000,25800.000000,25560.000000,25760.000000,1237.366333,7172300
2016-03-28,25760.000000,26000.000000,25760.000000,25880.000000,1243.130493,6060900
2016-03-29,25880.000000,26000.000000,25700.000000,25800.000000,1239.287720,8622700
2016-03-30,26200.000000,26420.000000,26040.000000,26160.000000,1256.579956,13380250
2016-03-31,26120.000000,26280.000000,25960.000000,26240.000000,1260.422729,19130750
2016-04-01,25980.000000,26180.000000,25420.000000,25580.000000,1228.719971,13557800
2016-04-04,25580.000000,26100.000000,25580.000000,26100.000000,1253.697998,9402300
2016-04-05,25980.000000,25980.000000,25200.000000,25200.000000,1210.466919,11815950
2016-04-06,25380.000000,25820.000000,25360.000000,25700.000000,1234.484253,9211700
2016-04-07,26000.000000,26000.000000,25160.000000,25380.000000,1219.113159,12939750
2016-04-08,25380.000000,25380.000000,24800.000000,24920.000000,1197.017212,12593400
2016-04-11,24920.000000,25420.000000,24920.000000,25320.000000,1216.231201,6034650
2016-04-12,25400.000000,25620.000000,25320.000000,25500.000000,1224.877319,6702700
2016-04-14,26000.000000,26040.000000,25780.000000,26000.000000,1248.894531,16766350
2016-04-15,26180.000000,26200.000000,25800.000000,26000.000000,1248.894531,6829950
2016-04-18,25900.000000,26100.000000,25840.000000,25980.000000,1247.933838,6423700
2016-04-19,25880.000000,25920.000000,25660.000000,25760.000000,1237.366333,7238300
2016-04-20,25640.000000,26000.000000,25640.000000,25980.000000,1247.933838,8598600
2016-04-21,26000.000000,26020.000000,25760.000000,25880.000000,1243.130493,7254450
2016-04-22,25880.000000,25880.000000,25540.000000,25600.000000,1229.680786,5741500
2016-04-25,25700.000000,25700.000000,25420.000000,25620.000000,1230.641602,4597850
2016-04-26,25700.000000,26100.000000,25660.000000,25920.000000,1245.051758,8345050
2016-04-27,25880.000000,26000.000000,25720.000000,26000.000000,1248.894531,8297300
2016-04-28,26000.000000,26000.000000,25220.000000,25300.000000,1215.270386,14653450
2016-04-29,25200.000000,25340.000000,24840.000000,24900.000000,1196.056763,16253900
2016-05-02,24940.000000,25240.000000,24900.000000,25000.000000,1200.860107,7027600
2016-05-03,25340.000000,25400.000000,25120.000000,25220.000000,1211.427612,7903300
2016-05-04,25440.000000,25800.000000,25240.000000,25800.000000,1239.287720,14702750
2016-05-09,25800.000000,26000.000000,25700.000000,25980.000000,1247.933838,13718100
2016-05-10,25980.000000,26000.000000,25760.000000,25920.000000,1245.051758,8559550
2016-05-11,25920.000000,25980.000000,25740.000000,25840.000000,1241.208984,8834400
2016-05-12,25840.000000,25840.000000,25500.000000,25620.000000,1230.641602,7615100
2016-05-13,25620.000000,25620.000000,25020.000000,25060.000000,1203.742188,12284900
2016-05-16,25060.000000,25260.000000,24940.000000,24960.000000,1198.938843,11720150
2016-05-17,24980.000000,25300.000000,24980.000000,25280.000000,1214.309814,9183550
2016-05-18,25280.000000,25420.000000,25100.000000,25360.000000,1218.152344,9169600
2016-05-19,25360.000000,25540.000000,25320.000000,25400.000000,1220.073975,10012450
2016-05-20,25400.000000,25600.000000,25380.000000,25380.000000,1219.113159,7960550
2016-05-23,25380.000000,25720.000000,25380.000000,25720.000000,1235.444946,8112550
2016-05-24,25720.000000,25780.000000,25360.000000,25420.000000,1221.034668,10434600
2016-05-25,25660.000000,25960.000000,25480.000000,25900.000000,1244.091064,11862750
2016-05-26,25980.000000,26060.000000,25900.000000,25920.000000,1245.051758,12653650
2016-05-27,26000.000000,26020.000000,25460.000000,25640.000000,1231.602173,13744550
2016-05-30,25940.000000,25940.000000,25480.000000,25600.000000,1229.680786,10315350
2016-05-31,25600.000000,26000.000000,25360.000000,25840.000000,1241.208984,62527700
2016-06-01,25960.000000,26820.000000,25900.000000,26660.000000,1280.597046,23504000
2016-06-02,27000.000000,27440.000000,26920.000000,27300.000000,1311.339478,23806950
2016-06-03,27400.000000,27580.000000,27280.000000,27540.000000,1322.867310,17066200
2016-06-07,27720.000000,28040.000000,27600.000000,27960.000000,1343.041992,23142150
2016-06-08,28380.000000,28380.000000,27780.000000,28120.000000,1350.727417,18808100
2016-06-09,28160.000000,28600.000000,28120.000000,28600.000000,1373.783936,25768750
2016-06-10,28480.000000,28500.000000,28080.000000,28120.000000,1350.727417,14484050
2016-06-13,27920.000000,27920.000000,27240.000000,27420.000000,1317.103394,15248300
2016-06-14,27420.000000,27720.000000,27380.000000,27600.000000,1325.749634,12273050
2016-06-15,27700.000000,28320.000000,27660.000000,28260.000000,1357.452515,15334450
2016-06-16,28260.000000,28340.000000,27900.000000,28180.000000,1353.609497,14621550
2016-06-17,28200.000000,28700.000000,28200.000000,28520.000000,1369.941284,16419700
2016-06-20,28540.000000,28960.000000,28520.000000,28620.000000,1374.744751,13515800
2016-06-21,28640.000000,28980.000000,28520.000000,28960.000000,1391.076050,10020550
2016-06-22,28920.000000,29000.000000,28620.000000,28900.000000,1388.194214,8948250
2016-06-23,28880.000000,28900.000000,28540.000000,28600.000000,1373.783936,11256300
2016-06-24,28900.000000,28900.000000,27200.000000,28000.000000,1344.963257,20552600
2016-06-27,28000.000000,28100.000000,27700.000000,27960.000000,1343.041992,11839000
2016-06-28,27800.000000,28080.000000,27580.000000,27980.000000,1344.002563,10718950
2016-06-29,28160.000000,28240.000000,27820.000000,27920.000000,1390.828491,10527050
2016-06-30,28160.000000,28900.000000,27940.000000,28500.000000,1419.721313,13671700
2016-07-01,28540.000000,29580.000000,28540.000000,29320.000000,1460.569092,14393600
2016-07-04,29280.000000,29480.000000,29020.000000,29320.000000,1460.569092,7995000
2016-07-05,29320.000000,29500.000000,29240.000000,29380.000000,1463.557983,7870350
2016-07-06,28940.000000,29040.000000,28240.000000,28420.000000,1415.735962,16749150
2016-07-07,28420.000000,29000.000000,28320.000000,29000.000000,1444.628418,11495200
2016-07-08,29000.000000,29500.000000,28980.000000,29200.000000,1454.591309,13498150
2016-07-11,29200.000000,30000.000000,29200.000000,29780.000000,1483.483887,14056800
2016-07-12,29980.000000,30100.000000,29200.000000,29280.000000,1458.576904,11024700
2016-07-13,29920.000000,29920.000000,29260.000000,29620.000000,1475.513550,10009900
2016-07-14,29620.000000,30000.000000,29520.000000,30000.000000,1494.443237,12430250
2016-07-15,30000.000000,30440.000000,29720.000000,30360.000000,1512.376587,11623150
2016-07-18,30360.000000,30660.000000,30000.000000,30660.000000,1527.320923,11567200
2016-07-19,30560.000000,30800.000000,30440.000000,30660.000000,1527.320923,10122250
2016-07-20,30660.000000,30840.000000,30480.000000,30800.000000,1534.295166,7773150
2016-07-21,30800.000000,30940.000000,30740.000000,30860.000000,1537.284180,8544700
2016-07-22,30120.000000,30560.000000,30120.000000,30320.000000,1510.383911,8585150
2016-07-25,30000.000000,30460.000000,29900.000000,30040.000000,1496.435913,7732500
2016-07-26,30000.000000,30620.000000,29960.000000,30600.000000,1524.332031,7228500
